id,target
52798,1
52799,1
52800,1
52801,0
52802,1
52803,0
52804,1
52805,0
52806,1
52807,1
52808,1
52809,1
52810,1
52811,1
52812,1
52813,1
52814,0
52815,1
52816,1
52817,1
52818,1
52819,1
52820,1
52821,1
52822,1
52823,0
52824,0
52825,1
52826,1
52827,1
52828,1
52829,1
52830,1
52831,1
52832,0
52833,1
52834,1
52835,1
52836,0
52837,1
52838,0
52839,1
52840,1
52841,1
52842,1
52843,0
52844,0
52845,0
52846,1
52847,1
52848,1
52849,0
52850,0
52851,1
52852,0
52853,0
52854,1
52855,1
52856,1
52857,1
52858,0
52859,1
52860,1
52861,0
52862,1
52863,1
52864,1
52865,1
52866,1
52867,1
52868,1
52869,1
52870,1
52871,0
52872,1
52873,1
52874,1
52875,0
52876,1
52877,1
52878,1
52879,1
52880,1
52881,1
52882,0
52883,1
52884,0
52885,0
52886,1
52887,0
52888,1
52889,1
52890,1
52891,1
52892,1
52893,1
52894,0
52895,0
52896,0
52897,0
52898,1
52899,0
52900,0
52901,0
52902,1
52903,1
52904,0
52905,1
52906,1
52907,1
52908,1
52909,0
52910,1
52911,1
52912,0
52913,0
52914,1
52915,1
52916,1
52917,0
52918,1
52919,1
52920,1
52921,1
52922,1
52923,0
52924,1
52925,1
52926,0
52927,1
52928,1
52929,1
52930,1
52931,0
52932,1
52933,1
52934,1
52935,1
52936,0
52937,1
52938,1
52939,0
52940,1
52941,1
52942,1
52943,0
52944,1
52945,0
52946,0
52947,1
52948,0
52949,1
52950,1
52951,0
52952,1
52953,1
52954,0
52955,1
52956,0
52957,1
52958,1
52959,1
52960,0
52961,1
52962,1
52963,1
52964,1
52965,1
52966,0
52967,1
52968,1
52969,1
52970,0
52971,1
52972,1
52973,0
52974,1
52975,0
52976,1
52977,1
52978,1
52979,1
52980,0
52981,1
52982,1
52983,0
52984,1
52985,1
52986,1
52987,0
52988,1
52989,1
52990,1
52991,0
52992,1
52993,0
52994,1
52995,1
52996,0
52997,1
52998,0
52999,0
53000,1
53001,0
53002,1
53003,0
53004,1
53005,0
53006,1
53007,1
53008,1
53009,1
53010,1
53011,1
53012,1
53013,0
53014,1
53015,0
53016,1
53017,1
53018,1
53019,0
53020,1
53021,1
53022,0
53023,1
53024,1
53025,1
53026,1
53027,1
53028,1
53029,0
53030,1
53031,1
53032,0
53033,1
53034,1
53035,1
53036,1
53037,1
53038,0
53039,1
53040,1
53041,1
53042,0
53043,0
53044,1
53045,1
53046,1
53047,1
53048,1
53049,1
53050,1
53051,1
53052,1
53053,0
53054,0
53055,0
53056,0
53057,1
53058,1
53059,0
53060,0
53061,1
53062,0
53063,0
53064,1
53065,0
53066,0
53067,1
53068,0
53069,1
53070,1
53071,1
53072,0
53073,1
53074,0
53075,1
53076,0
53077,1
53078,0
53079,1
53080,1
53081,1
53082,0
53083,0
53084,1
53085,1
53086,1
53087,0
53088,0
53089,0
53090,1
53091,0
53092,1
53093,0
53094,1
53095,1
53096,0
53097,0
53098,1
53099,0
53100,0
53101,1
53102,1
53103,0
53104,1
53105,1
53106,1
53107,0
53108,1
53109,0
53110,0
53111,1
53112,1
53113,0
53114,0
53115,1
53116,0
53117,1
53118,1
53119,0
53120,1
53121,1
53122,1
53123,1
53124,0
53125,1
53126,0
53127,0
53128,1
53129,1
53130,0
53131,1
53132,0
53133,0
53134,1
53135,1
53136,1
53137,1
53138,0
53139,1
53140,0
53141,0
53142,1
53143,1
53144,1
53145,1
53146,1
53147,1
53148,0
53149,1
53150,1
53151,1
53152,0
53153,1
53154,0
53155,1
53156,0
53157,0
53158,1
53159,1
53160,1
53161,1
53162,1
53163,1
53164,0
53165,0
53166,1
53167,1
53168,1
53169,0
53170,1
53171,1
53172,1
53173,1
53174,1
53175,1
53176,0
53177,0
53178,0
53179,1
53180,1
53181,0
53182,1
53183,1
53184,1
53185,1
53186,1
53187,1
53188,1
53189,1
53190,1
53191,1
53192,1
53193,0
53194,1
53195,1
53196,0
53197,1
53198,1
53199,1
53200,0
53201,1
53202,1
53203,1
53204,1
53205,0
53206,1
53207,0
53208,0
53209,1
53210,1
53211,1
53212,1
53213,0
53214,1
53215,0
53216,1
53217,1
53218,1
53219,1
53220,1
53221,1
53222,1
53223,0
53224,1
53225,1
53226,0
53227,0
53228,1
53229,1
53230,1
53231,0
53232,1
53233,0
53234,1
53235,0
53236,1
53237,1
53238,1
53239,1
53240,1
53241,1
53242,1
53243,0
53244,1
53245,1
53246,1
53247,1
53248,1
53249,1
53250,1
53251,1
53252,0
53253,1
53254,1
53255,1
53256,0
53257,1
53258,1
53259,0
53260,0
53261,1
53262,1
53263,0
53264,0
53265,0
53266,0
53267,0
53268,1
53269,1
53270,1
53271,0
53272,1
53273,1
53274,0
53275,1
53276,0
53277,1
53278,1
53279,0
53280,1
53281,1
53282,1
53283,1
53284,1
53285,1
53286,1
53287,1
53288,0
53289,1
53290,1
53291,0
53292,0
53293,1
53294,1
53295,0
53296,1
53297,1
53298,1
53299,1
53300,1
53301,1
53302,1
53303,1
53304,0
53305,0
53306,1
53307,0
53308,1
53309,1
53310,1
53311,0
53312,1
53313,1
53314,1
53315,0
53316,1
53317,1
53318,0
53319,0
53320,1
53321,1
53322,1
53323,1
53324,1
53325,0
53326,1
53327,1
53328,1
53329,1
53330,0
53331,1
53332,1
53333,1
53334,1
53335,1
53336,0
53337,1
53338,1
53339,1
53340,1
53341,0
53342,0
53343,0
53344,1
53345,1
53346,1
53347,1
53348,0
53349,0
53350,1
53351,1
53352,1
53353,1
53354,0
53355,1
53356,1
53357,1
53358,1
53359,0
53360,0
53361,0
53362,0
53363,0
53364,0
53365,1
53366,1
53367,0
53368,1
53369,1
53370,1
53371,1
53372,1
53373,1
53374,1
53375,0
53376,1
53377,0
53378,1
53379,1
53380,0
53381,1
53382,0
53383,1
53384,1
53385,1
53386,1
53387,0
53388,0
53389,1
53390,0
53391,0
53392,0
53393,0
53394,0
53395,1
53396,0
53397,1
53398,1
53399,0
53400,0
53401,1
53402,1
53403,0
53404,1
53405,1
53406,1
53407,0
53408,1
53409,0
53410,1
53411,0
53412,1
53413,1
53414,1
53415,0
53416,0
53417,1
53418,1
53419,0
53420,0
53421,0
53422,1
53423,0
53424,1
53425,1
53426,0
53427,1
53428,1
53429,1
53430,0
53431,1
53432,0
53433,1
53434,1
53435,1
53436,1
53437,1
53438,1
53439,1
53440,1
53441,1
53442,1
53443,1
53444,1
53445,1
53446,1
53447,0
53448,0
53449,1
53450,1
53451,1
53452,0
53453,1
53454,1
53455,1
53456,1
53457,1
53458,1
53459,1
53460,1
53461,0
53462,0
53463,1
53464,1
53465,1
53466,0
53467,1
53468,1
53469,1
53470,1
53471,1
53472,0
53473,1
53474,1
53475,1
53476,0
53477,0
53478,0
53479,0
53480,1
53481,1
53482,1
53483,0
53484,1
53485,0
53486,1
53487,1
53488,1
53489,1
53490,1
53491,1
53492,0
53493,1
53494,0
53495,1
53496,0
53497,1
53498,1
53499,1
53500,1
53501,1
53502,1
53503,1
53504,1
53505,1
53506,1
53507,0
53508,1
53509,1
53510,1
53511,1
53512,1
53513,0
53514,1
53515,0
53516,1
53517,1
53518,1
53519,0
53520,0
53521,0
53522,1
53523,0
53524,0
53525,0
53526,0
53527,1
53528,1
53529,1
53530,1
53531,0
53532,1
53533,1
53534,1
53535,1
53536,1
53537,0
53538,1
53539,0
53540,0
53541,1
53542,1
53543,0
53544,1
53545,0
53546,1
53547,1
53548,0
53549,1
53550,0
53551,1
53552,0
53553,0
53554,1
53555,0
53556,1
53557,1
53558,1
53559,0
53560,0
53561,1
53562,1
53563,0
53564,1
53565,0
53566,1
53567,1
53568,0
53569,1
53570,0
53571,1
53572,0
53573,1
53574,0
53575,1
53576,1
53577,1
53578,0
53579,1
53580,1
53581,1
53582,1
53583,1
53584,1
53585,0
53586,1
53587,1
53588,0
53589,1
53590,1
53591,1
53592,1
53593,1
53594,1
53595,1
53596,1
53597,1
53598,1
53599,1
53600,1
53601,0
53602,1
53603,1
53604,1
53605,1
53606,1
53607,0
53608,1
53609,0
53610,1
53611,1
53612,1
53613,1
53614,0
53615,0
53616,0
53617,1
53618,1
53619,1
53620,1
53621,1
53622,0
53623,0
53624,1
53625,1
53626,1
53627,0
53628,1
53629,1
53630,1
53631,1
53632,0
53633,1
53634,0
53635,1
53636,1
53637,1
53638,1
53639,0
53640,1
53641,1
53642,1
53643,0
53644,1
53645,0
53646,1
53647,1
53648,0
53649,0
53650,0
53651,1
53652,0
53653,1
53654,1
53655,1
53656,0
53657,1
53658,1
53659,0
53660,1
53661,0
53662,0
53663,1
53664,1
53665,1
53666,1
53667,1
53668,1
53669,1
53670,1
53671,1
53672,1
53673,1
53674,1
53675,1
53676,1
53677,0
53678,0
53679,0
53680,1
53681,0
53682,1
53683,0
53684,0
53685,1
53686,1
53687,1
53688,1
53689,1
53690,1
53691,1
53692,1
53693,1
53694,1
53695,1
53696,1
53697,1
53698,1
53699,1
53700,1
53701,0
53702,1
53703,1
53704,1
53705,1
53706,0
53707,1
53708,1
53709,1
53710,1
53711,0
53712,1
53713,1
53714,1
53715,0
53716,0
53717,1
53718,1
53719,1
53720,1
53721,0
53722,1
53723,0
53724,1
53725,1
53726,1
53727,0
53728,1
53729,1
53730,0
53731,0
53732,0
53733,0
53734,1
53735,1
53736,1
53737,1
53738,1
53739,0
53740,1
53741,1
53742,0
53743,1
53744,1
53745,1
53746,1
53747,1
53748,1
53749,1
53750,1
53751,1
53752,0
53753,1
53754,1
53755,1
53756,1
53757,1
53758,0
53759,1
53760,1
53761,1
53762,1
53763,0
53764,1
53765,1
53766,1
53767,1
53768,0
53769,1
53770,1
53771,1
53772,1
53773,1
53774,0
53775,1
53776,1
53777,0
53778,1
53779,1
53780,1
53781,0
53782,1
53783,1
53784,1
53785,1
53786,0
53787,1
53788,1
53789,0
53790,0
53791,0
53792,1
53793,1
53794,1
53795,1
53796,0
53797,0
53798,1
53799,1
53800,1
53801,1
53802,1
53803,1
53804,1
53805,1
53806,1
53807,0
53808,1
53809,1
53810,1
53811,1
53812,0
53813,0
53814,0
53815,1
53816,0
53817,0
53818,1
53819,0
53820,1
53821,0
53822,0
53823,1
53824,1
53825,1
53826,0
53827,0
53828,0
53829,1
53830,1
53831,0
53832,0
53833,1
53834,1
53835,1
53836,1
53837,0
53838,0
53839,0
53840,1
53841,1
53842,1
53843,1
53844,0
53845,0
53846,1
53847,0
53848,1
53849,1
53850,1
53851,1
53852,1
53853,0
53854,1
53855,1
53856,1
53857,1
53858,0
53859,1
53860,0
53861,0
53862,0
53863,1
53864,1
53865,1
53866,1
53867,0
53868,0
53869,1
53870,0
53871,1
53872,1
53873,0
53874,1
53875,1
53876,1
53877,1
53878,1
53879,1
53880,1
53881,1
53882,0
53883,0
53884,1
53885,0
53886,0
53887,1
53888,0
53889,1
53890,1
53891,1
53892,0
53893,1
53894,1
53895,1
53896,1
53897,1
53898,1
53899,0
53900,0
53901,0
53902,1
53903,1
53904,1
53905,1
53906,0
53907,1
53908,1
53909,0
53910,1
53911,0
53912,1
53913,1
53914,1
53915,0
53916,0
53917,0
53918,1
53919,0
53920,1
53921,1
53922,1
53923,1
53924,1
53925,0
53926,1
53927,1
53928,1
53929,1
53930,1
53931,1
53932,1
53933,1
53934,1
53935,1
53936,1
53937,1
53938,0
53939,0
53940,1
53941,0
53942,0
53943,1
53944,0
53945,0
53946,1
53947,0
53948,0
53949,1
53950,1
53951,1
53952,1
53953,0
53954,0
53955,0
53956,1
53957,1
53958,1
53959,0
53960,1
53961,0
53962,1
53963,0
53964,0
53965,1
53966,1
53967,1
53968,1
53969,0
53970,1
53971,0
53972,1
53973,1
53974,1
53975,1
53976,1
53977,0
53978,1
53979,1
53980,1
53981,1
53982,0
53983,1
53984,0
53985,0
53986,0
53987,1
53988,1
53989,0
53990,1
53991,1
53992,0
53993,1
53994,1
53995,1
53996,1
53997,1
53998,0
53999,0
54000,1
54001,1
54002,0
54003,1
54004,1
54005,1
54006,1
54007,1
54008,1
54009,1
54010,1
54011,1
54012,0
54013,1
54014,1
54015,0
54016,1
54017,1
54018,1
54019,1
54020,1
54021,1
54022,0
54023,1
54024,0
54025,0
54026,1
54027,0
54028,1
54029,0
54030,0
54031,0
54032,0
54033,1
54034,1
54035,1
54036,0
54037,1
54038,1
54039,1
54040,1
54041,0
54042,1
54043,1
54044,0
54045,1
54046,0
54047,1
54048,0
54049,1
54050,0
54051,0
54052,1
54053,1
54054,1
54055,0
54056,0
54057,1
54058,1
54059,1
54060,1
54061,1
54062,1
54063,1
54064,1
54065,1
54066,1
54067,1
54068,1
54069,0
54070,1
54071,1
54072,1
54073,1
54074,0
54075,0
54076,1
54077,1
54078,1
54079,1
54080,1
54081,0
54082,1
54083,0
54084,1
54085,0
54086,0
54087,0
54088,1
54089,0
54090,1
54091,0
54092,1
54093,0
54094,1
54095,1
54096,1
54097,1
54098,1
54099,0
54100,1
54101,0
54102,1
54103,1
54104,1
54105,1
54106,1
54107,0
54108,1
54109,0
54110,1
54111,0
54112,0
54113,0
54114,0
54115,1
54116,0
54117,1
54118,1
54119,0
54120,0
54121,1
54122,1
54123,1
54124,1
54125,1
54126,1
54127,1
54128,1
54129,1
54130,1
54131,1
54132,1
54133,1
54134,0
54135,1
54136,1
54137,1
54138,1
54139,1
54140,1
54141,1
54142,1
54143,0
54144,1
54145,0
54146,0
54147,0
54148,1
54149,1
54150,1
54151,1
54152,0
54153,1
54154,1
54155,1
54156,0
54157,1
54158,1
54159,1
54160,1
54161,1
54162,1
54163,0
54164,0
54165,0
54166,1
54167,0
54168,1
54169,0
54170,0
54171,1
54172,0
54173,1
54174,1
54175,0
54176,1
54177,1
54178,0
54179,1
54180,0
54181,1
54182,1
54183,1
54184,1
54185,1
54186,1
54187,1
54188,1
54189,0
54190,1
54191,1
54192,1
54193,1
54194,0
54195,1
54196,1
54197,1
54198,1
54199,1
54200,1
54201,0
54202,1
54203,1
54204,1
54205,1
54206,1
54207,0
54208,0
54209,0
54210,0
54211,0
54212,0
54213,0
54214,0
54215,1
54216,0
54217,1
54218,0
54219,1
54220,1
54221,0
54222,1
54223,0
54224,0
54225,0
54226,0
54227,1
54228,0
54229,1
54230,1
54231,1
54232,1
54233,0
54234,1
54235,0
54236,1
54237,1
54238,1
54239,1
54240,0
54241,0
54242,1
54243,1
54244,1
54245,1
54246,1
54247,1
54248,1
54249,1
54250,1
54251,1
54252,1
54253,1
54254,1
54255,1
54256,0
54257,0
54258,1
54259,1
54260,0
54261,0
54262,0
54263,1
54264,1
54265,1
54266,1
54267,1
54268,1
54269,1
54270,1
54271,1
54272,1
54273,0
54274,0
54275,0
54276,1
54277,1
54278,1
54279,1
54280,1
54281,0
54282,0
54283,1
54284,1
54285,1
54286,0
54287,0
54288,1
54289,1
54290,1
54291,0
54292,0
54293,1
54294,1
54295,0
54296,1
54297,1
54298,1
54299,1
54300,0
54301,0
54302,1
54303,1
54304,1
54305,1
54306,1
54307,1
54308,1
54309,0
54310,1
54311,1
54312,1
54313,0
54314,1
54315,1
54316,1
54317,0
54318,1
54319,1
54320,0
54321,1
54322,1
54323,1
54324,0
54325,1
54326,0
54327,1
54328,1
54329,1
54330,0
54331,1
54332,0
54333,1
54334,0
54335,1
54336,0
54337,0
54338,1
54339,1
54340,0
54341,1
54342,1
54343,1
54344,1
54345,1
54346,1
54347,1
54348,0
54349,1
54350,1
54351,1
54352,0
54353,0
54354,1
54355,0
54356,1
54357,1
54358,0
54359,1
54360,0
54361,0
54362,1
54363,1
54364,1
54365,1
54366,1
54367,1
54368,1
54369,0
54370,0
54371,0
54372,1
54373,1
54374,0
54375,1
54376,1
54377,1
54378,1
54379,1
54380,1
54381,1
54382,1
54383,0
54384,1
54385,1
54386,0
54387,0
54388,1
54389,1
54390,1
54391,1
54392,1
54393,1
54394,1
54395,0
54396,1
54397,1
54398,1
54399,0
54400,1
54401,1
54402,1
54403,0
54404,1
54405,1
54406,1
54407,1
54408,1
54409,1
54410,0
54411,1
54412,1
54413,0
54414,1
54415,1
54416,1
54417,1
54418,1
54419,1
54420,1
54421,1
54422,1
54423,0
54424,0
54425,1
54426,1
54427,1
54428,1
54429,1
54430,1
54431,1
54432,1
54433,0
54434,0
54435,1
54436,0
54437,1
54438,1
54439,1
54440,1
54441,1
54442,1
54443,0
54444,1
54445,1
54446,0
54447,1
54448,1
54449,1
54450,0
54451,0
54452,1
54453,1
54454,1
54455,1
54456,1
54457,0
54458,1
54459,0
54460,1
54461,1
54462,1
54463,1
54464,1
54465,0
54466,1
54467,1
54468,0
54469,1
54470,1
54471,1
54472,0
54473,0
54474,1
54475,1
54476,1
54477,1
54478,0
54479,1
54480,1
54481,1
54482,1
54483,1
54484,1
54485,0
54486,1
54487,1
54488,0
54489,1
54490,1
54491,1
54492,0
54493,1
54494,0
54495,1
54496,1
54497,1
54498,1
54499,1
54500,1
54501,1
54502,1
54503,1
54504,1
54505,1
54506,0
54507,1
54508,0
54509,1
54510,1
54511,1
54512,0
54513,1
54514,1
54515,1
54516,1
54517,0
54518,1
54519,1
54520,1
54521,1
54522,1
54523,1
54524,1
54525,1
54526,0
54527,1
54528,1
54529,1
54530,1
54531,1
54532,1
54533,1
54534,0
54535,0
54536,1
54537,0
54538,1
54539,0
54540,0
54541,1
54542,0
54543,1
54544,0
54545,1
54546,1
54547,0
54548,1
54549,1
54550,0
54551,0
54552,0
54553,1
54554,0
54555,1
54556,1
54557,1
54558,1
54559,1
54560,1
54561,1
54562,0
54563,1
54564,1
54565,1
54566,1
54567,1
54568,1
54569,1
54570,1
54571,1
54572,1
54573,1
54574,0
54575,1
54576,1
54577,0
54578,0
54579,1
54580,1
54581,1
54582,0
54583,1
54584,1
54585,1
54586,0
54587,0
54588,1
54589,1
54590,0
54591,0
54592,1
54593,0
54594,1
54595,1
54596,0
54597,1
54598,1
54599,1
54600,0
54601,1
54602,1
54603,1
54604,1
54605,1
54606,0
54607,0
54608,1
54609,1
54610,1
54611,0
54612,1
54613,1
54614,0
54615,1
54616,1
54617,1
54618,1
54619,1
54620,1
54621,1
54622,1
54623,1
54624,1
54625,1
54626,1
54627,1
54628,1
54629,1
54630,1
54631,1
54632,1
54633,1
54634,1
54635,1
54636,0
54637,0
54638,1
54639,1
54640,0
54641,1
54642,1
54643,0
54644,1
54645,1
54646,0
54647,1
54648,1
54649,0
54650,1
54651,1
54652,1
54653,1
54654,1
54655,0
54656,1
54657,1
54658,1
54659,1
54660,1
54661,0
54662,1
54663,1
54664,0
54665,1
54666,1
54667,1
54668,0
54669,0
54670,1
54671,1
54672,1
54673,1
54674,1
54675,1
54676,1
54677,1
54678,1
54679,1
54680,0
54681,1
54682,1
54683,1
54684,1
54685,1
54686,1
54687,1
54688,0
54689,1
54690,0
54691,1
54692,1
54693,1
54694,1
54695,1
54696,0
54697,0
54698,1
54699,1
54700,1
54701,1
54702,1
54703,1
54704,1
54705,1
54706,1
54707,1
54708,1
54709,1
54710,0
54711,1
54712,1
54713,0
54714,0
54715,1
54716,1
54717,1
54718,1
54719,1
54720,0
54721,1
54722,1
54723,1
54724,1
54725,1
54726,0
54727,1
54728,1
54729,0
54730,1
54731,1
54732,0
54733,1
54734,1
54735,0
54736,1
54737,0
54738,0
54739,1
54740,1
54741,1
54742,0
54743,1
54744,0
54745,1
54746,1
54747,1
54748,0
54749,1
54750,0
54751,1
54752,1
54753,1
54754,0
54755,1
54756,1
54757,1
54758,1
54759,1
54760,1
54761,0
54762,1
54763,1
54764,1
54765,0
54766,0
54767,0
54768,0
54769,1
54770,1
54771,0
54772,1
54773,1
54774,1
54775,1
54776,1
54777,1
54778,1
54779,1
54780,0
54781,0
54782,1
54783,1
54784,1
54785,1
54786,0
54787,0
54788,1
54789,1
54790,1
54791,0
54792,0
54793,1
54794,1
54795,0
54796,0
54797,1
54798,1
54799,1
54800,1
54801,1
54802,1
54803,1
54804,1
54805,1
54806,1
54807,1
54808,0
54809,1
54810,1
54811,0
54812,1
54813,1
54814,1
54815,1
54816,0
54817,1
54818,0
54819,1
54820,1
54821,1
54822,1
54823,1
54824,1
54825,1
54826,0
54827,1
54828,0
54829,0
54830,1
54831,1
54832,1
54833,0
54834,1
54835,1
54836,1
54837,1
54838,1
54839,1
54840,1
54841,1
54842,1
54843,1
54844,1
54845,1
54846,1
54847,0
54848,1
54849,1
54850,1
54851,1
54852,0
54853,0
54854,0
54855,1
54856,0
54857,0
54858,1
54859,1
54860,1
54861,1
54862,1
54863,1
54864,0
54865,1
54866,1
54867,1
54868,0
54869,1
54870,1
54871,0
54872,1
54873,0
54874,0
54875,0
54876,1
54877,0
54878,1
54879,1
54880,1
54881,1
54882,1
54883,1
54884,1
54885,1
54886,0
54887,1
54888,0
54889,0
54890,1
54891,0
54892,1
54893,1
54894,1
54895,1
54896,1
54897,1
54898,1
54899,1
54900,1
54901,1
54902,0
54903,1
54904,1
54905,1
54906,0
54907,1
54908,1
54909,1
54910,0
54911,0
54912,1
54913,1
54914,1
54915,1
54916,1
54917,0
54918,0
54919,1
54920,1
54921,1
54922,0
54923,1
54924,1
54925,1
54926,0
54927,1
54928,1
54929,0
54930,0
54931,1
54932,1
54933,0
54934,0
54935,0
54936,1
54937,1
54938,1
54939,0
54940,1
54941,1
54942,0
54943,0
54944,0
54945,1
54946,0
54947,1
54948,0
54949,1
54950,1
54951,1
54952,1
54953,0
54954,1
54955,1
54956,0
54957,1
54958,1
54959,1
54960,0
54961,0
54962,0
54963,1
54964,1
54965,1
54966,0
54967,1
54968,0
54969,1
54970,0
54971,1
54972,1
54973,0
54974,0
54975,1
54976,1
54977,1
54978,0
54979,0
54980,0
54981,1
54982,1
54983,1
54984,1
54985,1
54986,1
54987,0
54988,1
54989,0
54990,1
54991,0
54992,1
54993,1
54994,1
54995,1
54996,0
54997,1
54998,0
54999,1
55000,1
55001,1
55002,1
55003,1
55004,1
55005,1
55006,1
55007,0
55008,0
55009,1
55010,1
55011,1
55012,1
55013,1
55014,1
55015,1
55016,0
55017,0
55018,0
55019,1
55020,0
55021,1
55022,1
55023,1
55024,1
55025,1
55026,0
55027,1
55028,1
55029,0
55030,0
55031,1
55032,1
55033,1
55034,0
55035,1
55036,0
55037,1
55038,1
55039,1
55040,0
55041,0
55042,1
55043,0
55044,1
55045,1
55046,1
55047,1
55048,1
55049,1
55050,0
55051,1
55052,1
55053,0
55054,0
55055,0
55056,1
55057,1
55058,1
55059,1
55060,1
55061,0
55062,1
55063,1
55064,1
55065,0
55066,1
55067,1
55068,1
55069,1
55070,1
55071,1
55072,0
55073,1
55074,0
55075,0
55076,1
55077,1
55078,1
55079,0
55080,1
55081,0
55082,1
55083,1
55084,1
55085,0
55086,0
55087,1
55088,0
55089,1
55090,1
55091,0
55092,1
55093,1
55094,1
55095,1
55096,1
55097,0
55098,1
55099,0
55100,1
55101,0
55102,1
55103,1
55104,0
55105,1
55106,0
55107,0
55108,0
55109,1
55110,1
55111,1
55112,0
55113,0
55114,1
55115,0
55116,1
55117,1
55118,1
55119,0
55120,1
55121,1
55122,1
55123,1
55124,1
55125,1
55126,1
55127,1
55128,0
55129,1
55130,1
55131,1
55132,1
55133,1
55134,1
55135,1
55136,0
55137,1
55138,0
55139,1
55140,0
55141,1
55142,1
55143,0
55144,1
55145,1
55146,0
55147,0
55148,0
55149,1
55150,0
55151,1
55152,0
55153,0
55154,1
55155,1
55156,1
55157,1
55158,1
55159,1
55160,1
55161,1
55162,1
55163,0
55164,1
55165,1
55166,1
55167,1
55168,1
55169,1
55170,1
55171,1
55172,1
55173,0
55174,0
55175,1
55176,1
55177,1
55178,0
55179,1
55180,0
55181,1
55182,0
55183,1
55184,1
55185,1
55186,1
55187,1
55188,1
55189,1
55190,1
55191,1
55192,1
55193,1
55194,0
55195,1
55196,0
55197,1
55198,1
55199,1
55200,1
55201,0
55202,1
55203,0
55204,1
55205,1
55206,1
55207,0
55208,1
55209,1
55210,1
55211,1
55212,1
55213,1
55214,1
55215,1
55216,0
55217,1
55218,1
55219,1
55220,1
55221,1
55222,0
55223,1
55224,1
55225,1
55226,1
55227,0
55228,1
55229,1
55230,1
55231,0
55232,0
55233,1
55234,0
55235,1
55236,1
55237,1
55238,0
55239,1
55240,0
55241,1
55242,1
55243,1
55244,1
55245,1
55246,1
55247,1
55248,1
55249,1
55250,1
55251,1
55252,1
55253,1
55254,1
55255,1
55256,1
55257,1
55258,1
55259,1
55260,1
55261,1
55262,0
55263,1
55264,1
55265,1
55266,1
55267,1
55268,1
55269,1
55270,1
55271,1
55272,0
55273,1
55274,1
55275,0
55276,0
55277,1
55278,1
55279,1
55280,1
55281,1
55282,1
55283,0
55284,1
55285,1
55286,0
55287,1
55288,1
55289,1
55290,1
55291,1
55292,0
55293,1
55294,1
55295,0
55296,1
55297,1
55298,1
55299,1
55300,1
55301,1
55302,1
55303,1
55304,1
55305,1
55306,1
55307,1
55308,1
55309,1
55310,0
55311,1
55312,0
55313,0
55314,1
55315,0
55316,1
55317,1
55318,1
55319,1
55320,1
55321,1
55322,1
55323,1
55324,1
55325,1
55326,0
55327,0
55328,1
55329,1
55330,0
55331,0
55332,0
55333,1
55334,1
55335,0
55336,1
55337,1
55338,0
55339,1
55340,1
55341,1
55342,1
55343,0
55344,1
55345,1
55346,1
55347,1
55348,1
55349,0
55350,0
55351,0
55352,0
55353,0
55354,0
55355,1
55356,0
55357,0
55358,1
55359,0
55360,1
55361,1
55362,1
55363,1
55364,1
55365,1
55366,0
55367,1
55368,1
55369,1
55370,1
55371,0
55372,1
55373,0
55374,0
55375,1
55376,1
55377,1
55378,1
55379,1
55380,0
55381,1
55382,1
55383,1
55384,0
55385,1
55386,1
55387,1
55388,0
55389,1
55390,0
55391,1
55392,1
55393,1
55394,1
55395,1
55396,1
55397,1
55398,1
55399,1
55400,1
55401,0
55402,1
55403,1
55404,1
55405,0
55406,1
55407,1
55408,1
55409,1
55410,1
55411,1
55412,1
55413,1
55414,1
55415,0
55416,1
55417,1
55418,0
55419,1
55420,0
55421,1
55422,0
55423,1
55424,1
55425,0
55426,1
55427,1
55428,1
55429,1
55430,0
55431,1
55432,0
55433,1
55434,1
55435,0
55436,0
55437,1
55438,0
55439,0
55440,1
55441,1
55442,1
55443,1
55444,1
55445,1
55446,1
55447,1
55448,1
55449,1
55450,1
55451,0
55452,0
55453,1
55454,1
55455,0
55456,1
55457,1
55458,0
55459,1
55460,0
55461,1
55462,0
55463,1
55464,1
55465,1
55466,1
55467,1
55468,0
55469,1
55470,1
55471,1
55472,1
55473,1
55474,1
55475,0
55476,1
55477,1
55478,1
55479,1
55480,0
55481,1
55482,0
55483,1
55484,1
55485,1
55486,0
55487,1
55488,1
55489,1
55490,0
55491,0
55492,1
55493,1
55494,1
55495,1
55496,1
55497,0
55498,1
55499,1
55500,0
55501,1
55502,1
55503,1
55504,1
55505,1
55506,1
55507,0
55508,1
55509,1
55510,0
55511,1
55512,1
55513,1
55514,1
55515,0
55516,1
55517,1
55518,0
55519,0
55520,1
55521,0
55522,1
55523,1
55524,1
55525,1
55526,1
55527,1
55528,0
55529,1
55530,1
55531,1
55532,1
55533,1
55534,1
55535,0
55536,1
55537,1
55538,1
55539,1
55540,1
55541,1
55542,1
55543,1
55544,1
55545,1
55546,0
55547,1
55548,0
55549,0
55550,0
55551,1
55552,1
55553,1
55554,1
55555,0
55556,1
55557,1
55558,1
55559,1
55560,0
55561,1
55562,0
55563,1
55564,1
55565,0
55566,0
55567,0
55568,1
55569,1
55570,1
55571,0
55572,0
55573,1
55574,1
55575,1
55576,1
55577,0
55578,1
55579,1
55580,1
55581,1
55582,1
55583,0
55584,1
55585,0
55586,1
55587,0
55588,1
55589,1
55590,1
55591,1
55592,0
55593,1
55594,1
55595,1
55596,1
